Trans,GP#,Status,Inv Status,Pkg ID,GTD Bal,Orig Fee,Note DT,Loan Age,Matures,Orig Mos,Mat Mos,Paid To,Sell Ratio,Sell Value,Borrower,Street Addr,City/State,NAICS,Gross Cpn,NetCpn,Adjust,Pays,Net Cap,Net Flr,Basis,Orig Lender,Cert,NAICS PRE,GEO
321024.11,370 115 9101,Tentative,Available,925,208489.05,4.155,44650,15,48319,120,106,45061,2.8,24255.61608,IWV USA Inc,162 E Freedom Ave,"Anaheim, CA 92801",459999,2.75,1.625,Q,M,,,365/365,Customers Bank,0,45,CA
321025.11,365 526 9108,Tentative,Available,925,78788.23,4.155,44649,15,48319,120,106,45062,2.8,9166.222678,Danken Services LLC,12-45 River Rd,"Fair Lawn, NJ 07410",238990,2.75,1.625,Q,M,,,365/365,Customers Bank,0,23,NJ
321026.11,366 112 9108,Tentative,Available,925,86653.39,4.155,44649,15,48319,120,106,45056,2.8,10081.25539,Sac Physical Therapy PC,1103 Butte House Rd,"Yuba City, CA 95991",621340,2.75,1.625,Q,M,,,365/365,Customers Bank,0,62,CA
321027.11,364 340 9105,Tentative,Available,925,173770.26,4.155,44649,15,48319,120,106,45055,2.8,20216.43205,"Miller Graphics, LLC",466 Eckert Dr,"Harrisonburg, VA 22801",424990,2.75,1.625,Q,M,,,365/365,Customers Bank,0,42,VA
321028.11,367 610 9105,Tentative,Available,925,234738.38,4.155,44649,15,48319,120,106,45071,2.8,27309.46313,Technical Equipment Distributors Inc,7600 Industrial Rd,"West Melbourne, FL 32904",459999,2.75,1.625,Q,M,,,365/365,Customers Bank,0,45,FL
321029.11,364 966 9103,Tentative,Available,925,118197.07,4.155,44648,15,48319,120,106,45062,2.8,13751.04712,Dawson & Son's Logistics LLC,5190 Sheppard Ct,"Stone Mountain, GA 30083",459999,2.75,1.625,Q,M,,,365/365,Customers Bank,0,45,GA
321030.11,363 327 9110,Tentative,Available,925,240655.1,4.155,44645,15,48319,120,106,45056,2.8,27997.81433,Golden Rule Hospice Inc,4080 McGinnis Ferry Rd,"Alpharetta, GA 30005",621610,2.75,1.625,Q,M,,,365/365,Customers Bank,0,62,GA
321031.11,358 676 9100,Tentative,Available,925,244228.34,4.155,44643,15,48319,120,106,45069,2.8,28413.52508,Angels Homecare Services Inc,2200 S. Main St,"Lombard, IL 60148",621610,2.75,1.625,Q,M,,,365/365,Customers Bank,0,62,IL
321033.11,354 893 9102,Tentative,Available,925,243799.64,4.155,44637,15,48319,120,106,45055,2.8,28363.65012,Scott Sommer's Natural Life Center Inc,4449 Granite Dr,"Rocklin, CA 95677",621399,2.75,1.625,Q,M,,,365/365,Customers Bank,0,62,CA
321035.11,349 177 9100,Tentative,Available,925,46851.52,4.155,44631,15,48319,120,106,45051,2.8,5450.705837,At Express LLC,584 Montose Ct,"Bowling Green, KY 42104",484110,2.75,1.625,Q,M,,,365/365,Customers Bank,0,48,KY
321039.11,350 444 9106,Tentative,Available,925,78159.9,4.155,44630,15,48319,120,106,45056,2.8,9093.122766,"William A. Bostic, CPA, PA",205 South Academy St,"Richlands, NC 28574",541211,2.75,1.625,Q,M,,,365/365,Customers Bank,0,54,NC
321041.11,349 192 9108,Tentative,Available,925,78197.7,4.155,44627,15,48319,120,106,45056,2.8,9097.520418,"Langner Renovations, Alterations & Decks, LLC",15 Hubard Rd,"Wilton, CT 06897",236118,2.75,1.625,Q,M,,,365/365,Customers Bank,0,23,CT
321042.11,349 323 9106,Tentative,Available,925,120727.02,4.155,44627,15,48319,120,106,45056,2.8,14045.38151,Grinds 2 Da Max LLC,6825 W Russell Ro,"Las Vegas, NV 89118",722511,2.75,1.625,Q,M,,,365/365,Customers Bank,0,72,NV
318458.11,179 720 9108,Tentative,Available,925,4195272.32,4.155,44665,14,48349,120,107,45044,2.8,488077.9817,K & K Trucking Montana LLC,5100 49th Street SW,"Great Falls, MT 59404",484121,2.75,1.625,Q,M,,,365/365,Colony Bank,0,48,MT
318898.11,365 561 9106,Tentative,Available,925,110828.58,4.155,44678,14,48349,120,107,45017,2.8,12893.797,"Bullseye Products International, LLC","3595 Polaris Ave., Ste 101","Las Vegas, NV 89103",327390,2.75,1.625,Q,M,,,30/360,"Newtek Small Business Finance, Inc.",0,32,NV
318906.11,342 372 9105,Tentative,Available,925,103096.75,4.155,44676,14,48349,120,107,45047,2.8,11994.2759,Matai's Creamery Inc. dba Marble Slab Creamery,152 S Aiken Ln,"Aiken, SC 29803",722513,2.75,1.625,Q,M,,,30/360,"Newtek Small Business Finance, Inc.",0,72,SC
318912.11,364 211 9110,Tentative,Available,925,107460.36,4.155,44663,14,48349,120,107,45047,2.8,12501.93828,"Maureen E. Sweeney, PsyD",4612 Overland Rd.,"Bensalem, PA 19020",621330,2.75,1.625,Q,M,,,30/360,"Newtek Small Business Finance, Inc.",0,62,PA
319367.11,381 085 9109,Tentative,Available,925,78674.41,3.895,44664,14,48349,120,107,45059,2.8,8580.231155,"PPCV, LTD",17588 Plum Creek Trail,"Chagrin Falls, OH 44023",562910,2.49,1.365,Q,M,,,365/365,KeyBank - East,0,56,OH
319794.11,384 063 9103,Tentative,Available,925,252026.71,3.405,44671,14,48349,120,107,45066,2.8,24028.22653,"Manna Healthcare, Inc.",10144 Central Ave.,"Montclair, CA 91763",624120,2,0.875,Q,M,,,30/360,Woori America Bank,0,62,CA
320081.11,140 860 9107,Tentative,Available,925,1205745.38,3.655,44655,14,48349,120,107,45047,2.8,123395.9822,Save Philly Stores II LLC ,630 Parkway Dr,"Broomall, PA 19008",445110,2.25,1.125,Q,M,,,30/360,Univest Bank and Trust Co.,0,44,PA
320082.11,377 993 9110,Tentative,Available,925,1496136.6,3.605,44665,14,48349,120,107,45051,2.8,151020.0284,"Morace Cattle Company, LLC",1205 FM 1725 Rd.,"Cleveland, TX 77328",112111,2.75,1.075,Q,M,,,365/365,b1BANK,0,11,TX
320532.11,177 066 9106,Tentative,Available,925,384834.26,4.155,44662,14,48349,120,107,45033,2.8,44771.61781,"Invest In Love, L.L.C. dba Mayweather Boxing & Fitness",430 N. McDonough Street,"Decatur, GA 30030",713940,2.75,1.625,Q,M,,,30/360,"Blue Ridge Bank, NA",0,71,GA
321019.11,387 910 9105,Tentative,Available,925,51611.8,4.155,44673,14,48349,120,107,45056,2.8,6004.516812,Simply Balanced LLC,2410 California St,"San Francisco, CA 94115",812990,2.75,1.625,Q,M,,,365/365,Customers Bank,0,81,CA
321021.11,377 673 9103,Tentative,Available,925,140258.73,4.155,44666,14,48349,120,107,45055,2.8,16317.70065,Moving Shippers Freight LLC,523 E Spring Valley Rd,"Richardson, TX 75801",484121,2.75,1.625,Q,M,,,365/365,Customers Bank,0,48,TX
321015.11,402 352 9110,Tentative,Available,925,79215.54,4.155,44693,13,48380,120,108,45056,2.8,9215.935924,Sculptural Body Inc,6280 Northwest 186th St,"Hialeah, FL 33015",458110,2.75,1.625,Q,M,,,365/365,Customers Bank,0,45,FL
321017.11,395 678 9104,Tentative,Available,925,103121.45,4.155,44684,13,48380,120,108,45055,2.8,11997.14949,Latashi Sophi Russell,2527 84th Ave,"Oakland, CA 94605",561740,2.75,1.625,Q,M,,,365/365,Customers Bank,0,56,CA
321005.11,414 429 9109,Tentative,Available,925,141419.09,4.155,44741,12,48410,120,109,45085,2.8,16452.69693,Dao Nails LLC,2127 Farm to Market 1960 Road W,"Houston, TX 77090",812113,2.75,1.625,Q,M,,,365/365,Customers Bank,0,81,TX
321006.11,395 738 9104,Tentative,Available,925,101104.4,4.155,44739,12,48410,120,109,45062,2.8,11762.4859,Pure Watersports - Dana Point LLC,34512 Embarcadero Pl,"Dan Point, CA 92629",423910,2.75,1.625,Q,M,,,365/365,Customers Bank,0,42,CA
321007.11,414 120 9109,Tentative,Available,925,141973.25,4.155,44739,12,48410,120,109,45056,2.8,16517.16791,J & J World Corp,511 Patsy St,"Anchorage, AK 99504",458110,2.75,1.625,Q,M,,,365/365,Customers Bank,0,45,AK
312639.11,438 206 7309,Tentative,Available,970,459040.87,2.855,44084,33,48502,144,112,45087,2.8,36695.72715,KKARN Properties LLC,3849 Rome Rd,"Pulaski, NY 13142",445310,2,0.325,Q,M,,,365/365,M&T Bank,0,44,NY
320389.11,443 052 8906,Tentative,Available,970,484500.28,4.155,44349,24,48319,129,106,45051,2.8,56366.76258,THM NJ Summit LLC and TMH NJ Shrewsbury LLC,321 Springfield Avenue,"Summit, NJ 07901-3626",445210,2.75,1.625,Q,M,,,365/365,The Provident Bank,0,44,90
316063.11,138 050 9109,Tentative,Available,970,730241.21,4.155,44461,21,48502,132,112,45056,2.8,84956.26237,"Hillsdale Pallets, LLC",2351 E Bear Lake Rd,"Hillsdale, MI 49242",321920,2.75,1.625,Q,M,,,365/365,ByLine Bank,0,32,MI
321191.11,986 142 9008,Tentative,Available,970,824780.34,3.905,44453,21,48502,132,112,45093,2.8,90181.48238,"Rising Sun Group, Inc.",850 W. Edgar Rd.,"Linden, NJ 07036",445310,2.5,1.375,Q,M,,,30/360,"Fulton Bank, N.A. (PA)",0,44,NJ
321446.11,169 895 9104,Tentative,Available,970,300247.88,4.155,44498,20,48349,126,107,45078,2.8,34930.83836,Friction Beer Co,11018 Johnson Dr,"Shawnee, KS 66203",312120,2.75,1.625,Q,M,,,365/365,Southern Bank,0,31,KS
319739.11,306 966 9107,Tentative,Available,970,169525.79,3.905,44581,17,48441,126,110,45047,2.8,18535.94988,S&A Martial Arts,759 Littleton Rd.,"Parsippany, NJ 07054",713940,2.5,1.375,Q,M,,,30/360,Cadence Bank,0,71,NJ
319935.11,306 075 9103,Tentative,Available,970,150986.07,4.155,44586,17,48441,126,110,45046,2.8,17565.71938,Walker Haircuts LLC,134 Staked Plains,"Dripping Springs, TX  78620",812111,2.75,1.625,Q,M,,,30/360,Cadence Bank,0,81,TX
320238.11,309 078 9102,Tentative,Available,970,212376.87,4.155,44582,17,48349,123,107,45069,2.8,24707.92506,Kay Nails and Spa LLC,883 Savanna Ave.,"Saint Cloud, MN 56303",812113,2.75,1.625,Q,M,,,365/365,Magnifi Financial Credit Union,0,81,MN
319624.11,321 979 9107,Tentative,Available,970,57604.09,4.155,44594,16,48472,126,111,45046,2.8,6701.659831,Kid to Kid of Fort Mill LLC dba Kid to Kid,"1046 Regent Parkway, Ste 109","Fort Mill, SC 29715",459510,2.75,1.625,Q,M,,,365/365,Citizens Bank FAO Acclivity Financia,0,45,SC
321109.11,135 698 9102,Tentative,Available,970,733236.99,3.655,44602,16,48319,121,106,45071,2.8,75039.47356,RMT Retail Market Inc dba Cameo Liquor,6507 S. Western Ave,"Los Angeles, CA 90047",445320,2.25,1.125,Q,M,,,365/365,Commonwealth Business Bank,0,44,CA
320124.11,369 846 9109,Tentative,Available,970,170904.58,3.905,44651,15,48502,126,112,45047,2.8,18686.70678,SLADE62 Management LLC,952 Valley Cir,"Leeds, AL 35094",722513,2.5,1.375,Q,M,,,30/360,Cadence Bank,0,72,AL
321423.11,246 134 9105,Tentative,Available,970,510698.57,3.665,44645,15,48502,126,112,45092,2.8,52407.88725,Salta Industries LLC,423 Tarrytown Road,"White Plains, NY 10607",445291,2.75,1.135,Q,M,,,365/365,First Commonwealth Bank,0,44,NY
319885.11,347 618 9102,Tentative,Available,970,46915.47,5.405,44635,15,48319,120,106,45048,2.8,7100.18723,Craig Batory LLC,412 Peterboro Street,"Detroit, MI 48201-2302",311920,4,2.875,Q,M,,,365/365,CDC Small Business Finance,0,31,20
320053.11,352 291 9109,Tentative,Available,970,70927.9,4.655,44638,15,48319,120,106,45063,2.8,9244.742486,TLJ Ventures LLC,5790 Magnolia Avenue Suite 101,"Riverside, CA 92506",561720,3.25,2.125,Q,M,,,365/365,CDC Small Business Finance,0,56,CA
320230.11,190 845 9106,Tentative,Available,970,178275.39,5.405,44634,15,48319,120,106,45048,2.8,26980.19752,Jay Rajput LLC,3519 Van Buren Blvd Unit 101,"Riverside, CA 92503",722515,4,2.875,Q,M,,,365/365,CDC Small Business Finance,0,72,CA
320333.11,309 457 9106,Tentative,Available,970,195071.8,4.155,44637,15,48319,120,106,45073,2.8,22694.65321,Grand Franchise LLC,111 Summit at Fritz Farm,"Lexington, KY 40517",722515,2.75,1.625,Q,M,,,30/360,Luminate Bank,0,72,KY
321107.11,353 568 9100,Tentative,Available,970,133147.28,3.655,44634,15,48319,120,106,45071,2.8,13626.29264,K&J Mart,"6405 McKinley Ave., #E","Tacoma, WA 98404",445131,2.25,1.125,Q,M,,,365/365,Commonwealth Business Bank,0,44,WA
321108.11,354 722 9110,Tentative,Available,970,193970.46,3.405,44635,15,48319,120,106,45076,2.8,18493.14366,"Hans & Songs, Inc.","7270 Victoria Park Lane, #3E","Rancho Cucamonga, CA 91739",812320,2,0.875,Q,M,,,365/365,Commonwealth Business Bank,0,81,CA
321429.11,312 610 9100,Tentative,Available,970,375000,3.665,44663,14,48563,127,114,45103,2.8,38482.5,"G&C Food Group, LLC dba PrimoHoagies",1755 S Salida Circle,"Aurora, CO 80017",0,2.75,1.135,Q,M,,,30/360,Five Star Bank,0,0,CO
320611.11,383 634 9107,Tentative,Available,970,407066.58,3.665,44679,14,48533,126,113,45050,2.8,41773.17244,Avyaan LLC dba Wayback Burgers,53606 Nazareth Pike,"Bethlehem, PA 18017",722511,2.75,1.135,Q,M,,,365/365,Citizens Bank FAO Acclivity Financia,0,72,PA
321425.11,393 232 9101,Tentative,Available,970,1373192.33,3.605,44679,14,48533,126,113,45078,2.8,138610.0338,Ideal Nutrition LLC,480 Hibisus Street Ste 101,"West Palm Beach, FL 33401",445299,2.75,1.075,Q,M,,,30/360,Dogwood State Bank,0,44,FL
321100.11,392 008 9104,Tentative,Available,970,95490.42,3.405,44679,14,48380,121,108,45069,2.8,9104.056643,Cali Liquor,919 East Broadway,"Long Beach, CA 90802",445320,2,0.875,Q,M,,,365/365,Commonwealth Business Bank,0,44,CA
321113.11,372 695 9101,Tentative,Available,970,161631.36,3.405,44663,14,48380,121,108,45069,2.8,15409.93386,Jalisco Carniceria Inc.,"4700 Panama Lane, #104","Bakersfield, CA 93311",445131,2,0.875,Q,M,,,365/365,Commonwealth Business Bank,0,44,CA
321114.11,377 732 9100,Tentative,Available,970,111647.25,3.405,44659,14,48380,121,108,45071,2.8,10644.44882,S & J Liquor,925 Cypress Ave,"Los Angeles, CA 90065",445131,2,0.875,Q,M,,,365/365,Commonwealth Business Bank,0,44,CA
318233.11,343 962 9104,Tentative,Available,970,67473.67,4.155,44659,14,48349,120,107,45047,2.8,7849.886768,Hair in Peace Beauty Salon LLC ,"3489 Chamblee Tucker Road, Suite C","Atlanta, GA 30341",812112,2.75,1.625,Q,M,,,365/365,First Savings Bank,0,81,GA
318387.11,374 194 9107,Tentative,Available,970,75599.11,4.155,44656,14,48349,120,107,45048,2.8,8795.200457,Wild Shaman LLC,1230 SE Grand Avenue,"Portland, OR 97214",453998,2.75,1.625,Q,M,,,30/360,Cadence Bank,0,45,OR
318966.11,378 056 9103,Tentative,Available,970,79087.64,5.405,44665,14,48349,120,107,45048,2.8,11969.12344,Orion Custom Framing LLC,3235 Mission St,"San Francisco, CA 94110",238130,4,2.875,Q,M,,,365/365,Main Street Launch,0,23,CA
319667.11,392 087 9105,Tentative,Available,970,81041.01,4.155,44676,14,48349,120,107,45095,2.8,9428.311103,Encina Pediatrics and Primary Care,1 Tanglewood Dr.,"Uvalde, TX 78801",621111,2.75,1.625,Q,M,,,365/365,"TransPecos Banks, SSB",0,62,TX
319707.11,373 700 9104,Tentative,Available,970,119745.98,4.155,44666,14,48349,120,107,45051,2.8,13931.24731,Cape Cod Mitigation LLC,278 Indian Head Rd.,"Kings Park, NY 11754",562910,2.75,1.625,Q,M,,,365/365,Live Oak Banking Co.,0,56,NY
319708.11,381 263 9106,Tentative,Available,970,121343.44,4.155,44669,14,48349,120,107,45051,2.8,14117.09581,Elevate IV LLC,5172 Dorwin Pl,"Orlando, FL 32814",523999,2.75,1.625,Q,M,,,365/365,Live Oak Banking Co.,0,52,FL
320350.11,353 984 9108,Tentative,Available,970,121141.75,5.405,44677,14,48349,120,107,45048,2.8,18333.59245,Last Look Sports LLC,100 Park Blvd. Apt. 2702,"San Diego, CA 92101",561499,4,2.875,Q,M,,,365/365,CDC Small Business Finance,0,56,CA
320351.11,373 405 9102,Tentative,Available,970,117222.43,5.405,44669,14,48349,120,107,45048,2.8,17740.44256,Quincy D. Carlisle,5404 Segovia Way,"Bakersfield, CA 93306",236220,4,2.875,Q,M,,,365/365,CDC Small Business Finance,0,23,CA
320657.11,375 762 9110,Tentative,Available,970,962800.95,3.105,44673,14,48349,120,107,45054,2.8,83705.91459,"Mars Entertainment, Inc.",14435 Miramar Parkway,"Miramar, FL 33027",713990,2.25,0.575,Q,M,,,365/365,ByLine Bank,0,71,FL
321263.11,371 482 9100,Tentative,Available,970,196738.48,3.655,44652,14,48349,120,107,45093,2.8,20134.21604,J&K Wilcher Alpha LLC,1702 Narrow Creek Cove,"Niceville, FL 32578",711219,2.25,1.125,Q,M,,,30/360,Cadence Bank,0,71,FL
321469.11, 378 083 910,Tentative,Available,970,128883.14,3.405,44657,14,48349,120,107,45078,2.8,12287.71857,Barna Contractors Inc,,"Westwood, MA 02090",238910,2,0.875,Q,M,,,30/360,Needham Bank,0,23,MA
321470.11, 378 070 910,Tentative,Available,970,21791.72,3.405,44657,14,48349,120,107,45078,2.8,2077.622585,Barna Contractors Inc,,"Westwood, MA 02090",238910,2,0.875,Q,M,,,30/360,Needham Bank,0,23,MA
321452.11,371 512 9104,Tentative,Available,970,302414.62,3.165,44706,13,48563,126,114,45078,2.8,26799.98362,Odd Ball Tactics Inc.,6590 Beaver Creek Road,"Baker, FL 32531",713990,2.25,0.635,Q,M,,,365/365,The First Bank,0,71,FL
321461.11,384 506 9108,Tentative,Available,970,319500,3.665,44704,13,48563,126,114,45078,2.8,32787.09,"4Ever In Our Hearts, LLC dba Pet Passages of Philadelphia",1326 MacDade Boulevard,"Woodlyn, PA 19063",459999,2.75,1.135,Q,M,,,30/360,BHCU,0,45,PA
320640.11,303 936 9110,Tentative,Available,970,393150.57,3.665,44690,13,48472,123,111,45046,2.8,40345.11149,Evolution Speed Training LLC,90 Clowes Ave.,"Goshen, NY 10924",713940,2.75,1.135,Q,M,,,365/365,Citizens Bank FAO Acclivity Financia,0,71,NY
319709.11,394 647 9101,Tentative,Available,970,186805.65,4.145,44693,13,48380,120,108,45051,2.8,21680.66374,Affordable Insurance Solutions LLC,5463 S Gray St,"Littleton, CO 80123",524210,2.74,1.615,Q,M,,,365/365,Live Oak Banking Co.,0,52,CO
319710.11,407 099 9103,Tentative,Available,970,108762.62,4.155,44701,13,48380,120,108,45051,2.8,12653.44321,Black Market Enterprises Inc.,25779 Jefferson Ave.,"Murrieta, CA 92562",238220,2.75,1.625,Q,M,,,365/365,Live Oak Banking Co.,0,23,CA
319711.11,400 537 9109,Tentative,Available,970,177716.73,4.155,44704,13,48380,120,108,45051,2.8,20675.56437,Old Oak LLC,401 Fifth St.,"St Albans, WV 25526",811490,2.75,1.625,Q,M,,,365/365,Live Oak Banking Co.,0,81,WV
319883.11,395 543 9102,Tentative,Available,970,69581.36,4.655,44691,13,48380,120,108,45048,2.8,9069.234462,Sepoli LLC,"772 Vista Tulocay Lane, Unit 205","Napa, CA 94559",311421,3.25,2.125,Q,M,,,365/365,CDC Small Business Finance,0,31,CA
321115.11,401 964 9108,Tentative,Available,970,175700.93,3.405,44692,13,48380,120,108,45071,2.8,16751.32667,Moorpark Smoke Shop,310 West Los Angeles Ave,"Moorpark, CA 93021",459991,2,0.875,Q,M,,,365/365,Commonwealth Business Bank,0,45,CA
320612.11,407 848 9108,Tentative,Available,970,110275.83,4.155,44720,12,48533,124,113,45046,2.8,12829.49006,DEM 927 Inc. dba The UPS Store 7559,"2472 Whipple Road, Suite 2","Hayward, CA 94544",491110,2.75,1.625,Q,M,,,365/365,Citizens Bank FAO Acclivity Financia,0,49,CA
320623.11,412 118 9108,Tentative,Available,970,337770.32,3.665,44735,12,48533,124,113,45047,2.8,34661.99024,"Lara Texas Holdings, LLC",1120 Delano Street,"Houston, TX 77003",713940,2.75,1.135,Q,M,,,365/365,Citizens Bank FAO Acclivity Financia,0,71,TX
318927.11,411 702 9103,Tentative,Available,970,22972.05,5.155,44728,12,48410,120,109,45062,2.8,3315.785697,"Whitley Patient Advocates, LLC",129 Guthrie Dr,"Newport, NC 28570",621999,3.75,2.625,Q,M,,,365/365,Celtic Bank,0,62,NC
318928.11,411 875 9101,Tentative,Available,970,27544.69,5.155,44728,12,48410,120,109,45062,2.8,3975.800555,"RTG Enterprise, LLC",561 Forest Pkway Ste 5,"Forest Park, GA 30297",611692,3.75,2.625,Q,M,,,365/365,Celtic Bank,0,61,GA
318929.11,412 501 9100,Tentative,Available,970,28132.64,5.155,44734,12,48410,120,109,45068,2.8,4060.665258,"John Semo Services, LLC",714 Sunday Lake St.,"Wakefield, MI 49968",811111,3.75,2.625,Q,M,,,365/365,Celtic Bank,0,81,MI
318930.11,411 101 9110,Tentative,Available,970,28756.37,5.155,44726,12,48410,120,109,45061,2.8,4150.694446,"Brosia Bowl, LLC","421 N Phillips Ave., Ste 105","Sioux Falls, SD 57104",722513,3.75,2.625,Q,M,,,365/365,Celtic Bank,0,72,SD
318931.11,412 224 9104,Tentative,Available,970,36872.97,5.155,44729,12,48410,120,109,45063,2.8,5322.24449,"Spot on K9 Sports, LLC",1851 Fabyan Pkwy,"West Chicago, IL 60185",812910,3.75,2.625,Q,M,,,365/365,Celtic Bank,0,81,IL
318932.11,413 608 9105,Tentative,Available,970,40174.16,5.155,44740,12,48410,120,109,45072,2.8,5798.738254,Iva Voice and Music LLC,906 Stuart Rd.,"Wilmington, DE 19807",711130,3.75,2.625,Q,M,,,365/365,Celtic Bank,0,71,DE
319509.11,411 348 9104,Tentative,Available,970,80648.4,5.405,44727,12,48410,120,109,45048,2.8,12205.32886,Jaimeluis Organic LLC,"3617 Monon St, #2","Los Angeles, CA 90027",449129,4,2.875,Q,M,,,365/365,CDC Small Business Finance,0,44,CA
319712.11,373 111 9101,Tentative,Available,970,120960.38,4.155,44715,12,48410,120,109,45051,2.8,14072.53061,Cool by Design Inc.,1901 SW 52nd Ave,"Plantation, FL 33317",238220,2.75,1.625,Q,M,,,365/365,Live Oak Banking Co.,0,23,FL
319713.11,412 374 9103,Tentative,Available,970,80962.02,4.155,44729,12,48410,120,109,45051,2.8,9419.121407,"Rudd Home Services, Plumbing, Heating",3447 South Live Oak Dr,"Monicks Corner, SC 29461",238220,2.75,1.625,Q,M,,,365/365,Live Oak Banking Co.,0,23,SC
319882.11,413 273 9102,Tentative,Available,970,253175.7,4.655,44734,12,48410,120,109,45048,2.8,32998.92074,Top Shelf Cabinetry Inc.,6696 Lucas Drive,"Fresno, CA 93722",238350,3.25,2.125,Q,M,,,365/365,CDC Small Business Finance,0,23,CA
321004.11,414 411 9101,Tentative,Available,970,638516.65,3.165,44742,12,48410,120,109,45055,2.8,56585.34552,Savage Consulting Partners Inc,14 Clemens Ln,"Turnersville, NJ 08012",541519,2.25,0.635,Q,M,,,365/365,Customers Bank,0,54,NJ
321010.11,409 820 9102,Tentative,Available,970,40060.43,5.155,44715,12,48410,120,109,45055,2.8,5782.322466,"MDM Distributing, LLC",4509 Southeast 14th St,"Ocala, FL 94471",441330,3.75,2.625,Q,M,,,365/365,Customers Bank,0,44,FL
321262.11,408 122 9101,Tentative,Available,970,430005.68,3.415,44736,12,48410,120,109,45084,2.8,41117.14312,SMB Management Corporation,305 Autumn Wood Lane,"Roswell, GA 30075",812910,2.5,0.885,Q,M,,,30/360,Cadence Bank,0,81,GA
320566.11,417 723 9109,Tentative,Available,970,316816.41,3.665,44767,11,48533,123,113,45053,2.8,32511.69999,GO Grocer MKE Inc. ,415 East Menomonee,"Milwaukee, WI 53202",445110,2.75,1.135,Q,M,,,365/365,ByLine Bank,0,44,WI
319097.11,416 891 9110,Tentative,Available,970,40362.3,5.155,44757,11,48441,120,110,45061,2.8,5825.894382,"Village Veterinary Clinic, S.C.",103 Mutzy,"Bonduel, WI 54107",541940,3.75,2.625,Q,M,,,365/365,Celtic Bank,0,54,WI
319290.11,412 633 9104,Tentative,Available,970,67941.75,4.155,44771,11,48441,120,110,45047,2.8,7904.343195,Overby Trucking Company LLC   ,11801 Northbrook Cir,"Chesterfield, VA 23838",484110,2.75,1.625,Q,M,,,30/360,"Newtek Small Business Finance, Inc.",0,48,VA
319737.11,416 748 9110,Tentative,Available,970,81096.46,4.155,44753,11,48441,120,110,45052,2.8,9434.762156,Carlye Hamilton dba Bucks Pizza,"1660 Sam Rittenberg Blvd, Ste 6","Charleston, SC 29407",722511,2.75,1.625,Q,M,,,30/360,Cadence Bank,0,72,SC
319881.11,410 607 9101,Tentative,Available,970,56257.85,4.655,44761,11,48441,120,110,45048,2.8,7332.648169,North Orange County BJJ LLC,7821 Valley View Street,"La Palma, CA 90623",611620,3.25,2.125,Q,M,,,365/365,CDC Small Business Finance,0,61,CA
320960.11,420 229 9108,Tentative,Available,970,1329842.25,3.605,44771,11,48441,120,110,45055,2.8,134234.2767,"Besc, Inc.",4935 Boyd Road,"Arcata, CA 95521",238220,2.75,1.075,Q,M,,,365/365,ByLine Bank,0,23,CA
321239.11,414 656 9100,Tentative,Available,970,2550211.64,3.605,44768,11,48441,120,110,45078,2.8,257418.3629,Gangnam Market LLC,1001 W Chicago Ave,"Chicago, IL 60642",445110,2.75,1.075,Q,M,,,365/365,ByLine Bank,0,44,IL
321463.11,412 090 9108,Tentative,Available,970,492000,3.665,44757,11,48441,120,110,45078,2.8,50489.04,LK Aquatics LLC,"120-180 East Olentangy Street, Unit 168","Powell, OH 43065",611620,2.75,1.135,Q,M,,,365/365,The Union Bank Company,0,61,OH
320610.11,418 609 9106,Tentative,Available,970,355048.17,3.665,44782,10,48563,123,114,45046,2.8,36435.04321,JY Establishment Food Service LLC dba Jon Smith Subs,"8350 Fry Road, Ste 600","Cypress, TX 77433",722513,2.75,1.135,Q,M,,,365/365,Citizens Bank FAO Acclivity Financia,0,72,TX
319242.11,422 470 9101,Tentative,Available,970,28443.81,5.155,44785,10,48472,120,111,45058,2.8,4105.579535,B2B Reporter LLC,26 Court St. Suite 1401,"Brooklyn, NY 11242",519290,3.75,2.625,Q,M,,,365/365,Celtic Bank,0,51,NY
319243.11,422 453 9109,Tentative,Available,970,25544.35,5.155,44784,10,48472,120,111,45067,2.8,3687.071479,"Sadia Power, LLC",4098 SW Hainlin St,"Saint Lucie West, FL 34953",455219,3.75,2.625,Q,M,,,365/365,Celtic Bank,0,45,FL
319244.11,421 568 9106,Tentative,Available,970,40632.77,5.155,44785,10,48472,120,111,45057,2.8,5864.934022,Westlake HB Pharma LLC,8528 Davis Blvd #134-223,"North Richland Hills, TX  76182",455219,3.75,2.625,Q,M,,,365/365,Celtic Bank,0,45,TX
319366.11,423 467 9109,Tentative,Available,970,22024.99,5.155,44796,10,48472,120,111,45050,2.8,3179.087057,Feyikhe Couture LLC,"12730 Brant Rock Dr, Apt 1115","Houston, TX 77082",541490,3.75,2.625,Q,M,,,365/365,Celtic Bank,0,54,TX
319369.11,416 586 9102,Tentative,Available,970,40644.49,5.155,44790,10,48472,120,111,45063,2.8,5866.625687,"Middle Path Psychotherapy, LLC",1029 Lake St Ste 202,"Oak Park, IL 60301",621330,3.75,2.625,Q,M,,,365/365,Celtic Bank,0,62,IL
319503.11,414 685 9104,Tentative,Available,970,144203.72,4.655,44796,10,48472,120,111,45052,2.8,18795.51286,Hagaman Enterprises LLC,3490 Corte Fortuna,"Carlsbad, CA 92009",541613,3.25,2.125,Q,M,,,365/365,CDC Small Business Finance,0,54,CA
