Trans,GP#,Status,Inv Status,Pkg ID,GTD Bal,Orig Fee,Note DT,Loan Age,Matures,Orig Mos,Mat Mos,Paid To,Sell Ratio,Sell Value,Borrower,Street Addr,City/State,NAICS,Gross Cpn,NetCpn,Adjust,Pays,Net Cap,Net Flr,Basis,Orig Lender,Cert,NAICS PRE,GEO
319510.11,409 875 9103,Tentative,Available,970,65425.99,5.405,44797,10,48472,120,111,45048,2.8,9901.569327,Daniel A Sobel LLC,2233 W Balboa Blvd. Unit 111,"Newport Beach, CA 92663",455219,4,2.875,Q,M,,,365/365,CDC Small Business Finance,0,45,CA
319894.11,419 637 9100,Tentative,Available,970,20075.82,4.155,44774,10,48472,120,111,45079,2.8,2335.620899,Lion Technologies LLC,7844 Rosecrans Avenue Suite E,"Paramount, CA 90723",541519,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,54,CA
319895.11,420 406 9102,Tentative,Available,970,13074.59,4.155,44775,10,48472,120,111,45070,2.8,1521.097801,DD Quality Tires & Rims LLC,3355 Stone Mountain Hwy Suite C,"Snellville, GA 30078",441340,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,44,GA
319896.11,420 834 9100,Tentative,Available,970,20185.19,4.155,44776,10,48472,120,111,45078,2.8,2348.345005,Usykes Trucking LLC,6504 Deseo Apartment #201C,"Irving, TX 75039",484121,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,48,TX
319897.11,419 954 9109,Tentative,Available,970,20193.65,4.155,44788,10,48472,120,111,45062,2.8,2349.329241,Ubiqplus Inc.,15 West 38TH Street #542,"New York, NY 10018",541930,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,54,NY
319898.11,421 376 9102,Tentative,Available,970,16756.68,4.155,44788,10,48472,120,111,45054,2.8,1949.472151,Ssali Productions LLC,62 Kelsey Ave. ,"Huntington Station, NY 11746",711110,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,71,NY
319899.11,422 284 9104,Tentative,Available,970,20219.4,4.155,44791,10,48472,120,111,45065,2.8,2352.324996,Cardinal Auto Wash LLC,8660 Mentor Avenue,"Mentor, OH 44060",811192,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,81,OH
319900.11,422 358 9100,Tentative,Available,970,20219.76,4.155,44791,10,48472,120,111,45073,2.8,2352.366878,Closewrite Property Preservation Inc.,3109 Marshall Avenue,"Newport News, VA 23607",236118,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,23,VA
319901.11,422 617 9101,Tentative,Available,970,16418.15,4.155,44791,10,48472,120,111,45073,2.8,1910.087571,Jacobgwc Inc.,910 Skokie Blvd.Ste.115,"Northbrook, IL 60062",541219,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,54,IL
319902.11,422 697 9105,Tentative,Available,970,20219.58,4.155,44791,10,48472,120,111,45073,2.8,2352.345937,Loubriel & Associates Realty Inc. ,8816 Jamaica Avenue,"Woodhaven, NY 11421",531210,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,53,NY
320237.11,407 810 9110,Tentative,Available,970,372686.05,3.165,44781,10,48472,120,111,45056,2.8,33027.43775,"Midtown Learning, Inc.",10 Woodranch Circle,"Danville, CA 94506",624410,2.25,0.635,Q,M,,,365/365,KeyPoint Credit Union,0,62,CA
320974.11,422 929 9108,Tentative,Available,970,202622.41,4.155,44791,10,48472,120,111,45063,2.8,23573.09118,Tahoe Foods LLC dba Leontine Gourmet Foods,390 Freeport Blvd.,"Sparks, NV 89431",425120,2.75,1.625,Q,M,,,365/365,Customers Bank,0,42,NV
320998.11,423 505 9102,Tentative,Available,970,166265.08,4.155,44799,10,48472,120,111,45076,2.8,19343.27941,Precision Automotive Of Longwood Inc,2687 E Palmetto Ave,"Lonfwood, FL 32750",811111,2.75,1.625,Q,M,,,365/365,Customers Bank,0,81,FL
321057.11,348 139 9100,Tentative,Available,970,350965.37,3.415,44775,10,48472,120,111,45069,2.8,33559.30868,"DBP Franchise 1, LLC",1236 West Pierce St,"Phoenix, AR 85007",812910,2.5,0.885,Q,M,,,30/360,Cadence Bank,0,81,AR
321243.11,419 491 9103,Tentative,Available,970,2502202.69,2.855,44788,10,48472,120,111,45078,2.8,200026.083,"Feminine Pharm-D, Inc.",1270 University Avenue,"San Diego, CA 92103",446110,2,0.325,Q,M,,,365/365,First Pacific Bank,0,44,CA
321558.11,415 832 9106,Tentative,Available,970,469264.59,3.605,44803,10,48472,120,111,45078,2.8,47367.56771,Red Rock Milling LLC,4400 S Progressive Dr,"St George, UT 84790",238350,2.75,1.075,Q,M,,,365/365,Hillcrest Bank a division of NBH Ban,0,23,UT
321597.11,422 494 9103,Tentative,Available,970,585000,3.165,44792,10,48472,120,111,45078,2.8,51842.7,Browning Hospitalities LLC,"5555 Rufe Snow Drive, Suite 100","North Richlands Hills, TX 76180",722515,2.25,0.635,Q,M,,,30/360,Meridian Bank,0,72,TX
321409.11,428 835 9102,Tentative,Available,970,64225.91,4.155,44833,9,48594,123,115,45090,2.8,7472.042369,Orlate Inc dba Loves Liquors,"180 S Main St, Suite D","Nolanville, TX 76559",445320,2.75,1.625,Q,M,,,365/365,Citizens Bank FAO Acclivity Financia,0,44,TX
321410.11,363 989 9109,Tentative,Available,970,259184.64,4.155,44819,9,48594,123,115,45091,2.8,30153.54102,Jaspreet Singh dba Cold Stone Creamery,"8166 Delta Shores Cir S, Ste 130","Sacramento, CA 95832",722513,2.75,1.625,Q,M,,,365/365,Citizens Bank FAO Acclivity Financia,0,72,CA
319407.11,427 860 9101,Tentative,Available,970,43773.34,5.155,44805,9,48502,120,112,45051,2.8,6318.243896,"Hurtado, G Services LLC",1203 Windy Bluff Dr.,"Minneola, FL 34715",236118,3.75,2.625,Q,M,,,365/365,BayFirst National Bank,0,23,FL
319590.11,430 462 9101,Tentative,Available,970,41071.74,5.155,44820,9,48502,120,112,45048,2.8,5928.294952,South Jersey Piano Service LLC,168 Whig Lane Rd.,"Pilesgrove, NJ 08098",811490,3.75,2.625,Q,M,,,30/360,Cadence Bank,0,81,NJ
319646.11,390 409 9107,Tentative,Available,970,69045.77,4.655,44824,9,48502,120,112,45048,2.8,8999.425662,Julie Liang,2727 Camino del Rio S Suite 248,"San Diego , CA 92108",621399,3.25,2.125,Q,M,,,365/365,CDC Small Business Finance,0,62,CA
319665.11,421 764 9109,Tentative,Available,970,97888.11,4.155,44810,9,48502,120,112,45076,2.8,11388.30272,Clayton S. Construction LLC,1002 N. 9th Street,"Alpine, TX 79830",238160,2.75,1.625,Q,M,,,365/365,"TransPecos Banks, SSB",0,23,TX
319826.11,430 713 9102,Tentative,Available,970,123462.53,4.155,44824,9,48502,120,112,45051,2.8,14363.63074,"Gaspard & Morgan Construction, LLC",4924 Cambridge Rd,"Fort Worth, TX 76155",238990,2.75,1.625,Q,M,,,365/365,BayFirst National Bank,0,23,TX
319909.11,428 035 9108,Tentative,Available,970,20341.72,4.155,44811,9,48502,120,112,45054,2.8,2366.555705,Antoine Lattouf,14118 Orange Avenue,"Paramount, CA 90723",236115,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,23,CA
319910.11,428 195 9102,Tentative,Available,970,20341.72,4.155,44811,9,48502,120,112,45054,2.8,2366.555705,Eric Osman,4271 Unity Road,"West Union, OH 45693",484121,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,48,OH
319911.11,428 541 9101,Tentative,Available,970,20341.9,4.155,44812,9,48502,120,112,45055,2.8,2366.576646,Solid Machines LLC,3429 Freedom Park Drive Suite 17,"North Highlands, CA 95660",423910,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,42,CA
319912.11,428 827 9102,Tentative,Available,970,18406.72,4.155,44812,9,48502,120,112,45054,2.8,2141.437805,Robinson Automotive Group LLC,5900 University Boulevard East,"Cottondale, AL 35453",441120,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,44,AL
319913.11,428 922 9100,Tentative,Available,970,18037.3,4.155,44813,9,48502,120,112,45054,2.8,2098.459482,Central Virginia Accounting & Payroll LLC,10105 Spring Drive,"Gordonsville, VA 22942",541219,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,54,VA
319914.11,428 036 9100,Tentative,Available,970,20315.37,4.155,44816,9,48502,120,112,45059,2.8,2363.490146,Nancy Jennings,33622 Via Martos,"Dana Point, CA 92629",562998,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,56,CA
319916.11,429 777 9101,Tentative,Available,970,20333.14,4.155,44817,9,48502,120,112,45062,2.8,2365.557508,Kontogiorgos Fit LLC dba College Hill Cross Fit,1208 Oakland Avenue,"Greensboro, NC 27403",713940,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,71,NC
319917.11,429 367 9109,Tentative,Available,970,20510.56,4.155,44823,9,48502,120,112,45048,2.8,2386.19855,Perfect 10 Lifestyle LLC dba The Flow State LLC,8369 NW 66TH Street # 3952,"Miami, FL 33166",456199,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,45,FL
319918.11,430 978 9102,Tentative,Available,970,20347.48,4.155,44824,9,48502,120,112,45070,2.8,2367.225823,R1 LLC,11709 West Broad Street ,"Richmond, VA 23230",812199,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,81,VA
319919.11,430 984 9107,Tentative,Available,970,17173.26,4.155,44824,9,48502,120,112,45070,2.8,1997.937068,"Restore Injury Health Center, LLC",747 Fawn Ridge Dr Suite 100,"Orange City, FL 32763",621310,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,62,FL
319920.11,432 007 9102,Tentative,Available,970,20386,4.155,44831,9,48502,120,112,45078,2.8,2371.70724,Selva Negra LLC,4706 Eagle Rock Blvd. Unit B,"Los Angeles, CA 90041",492110,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,49,CA
319921.11,432 012 9104,Tentative,Available,970,20315.87,4.155,44830,9,48502,120,112,45085,2.8,2363.548316,DC Power Associates LLC,150 W. Eagle Rd. Suite 201,"Havertown, PA 19083",238210,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,23,PA
319922.11,432 116 9107,Tentative,Available,970,20395.64,4.155,44831,9,48502,120,112,45076,2.8,2372.828758,G5 Capital Holdings LLC,57 Big Spring Rd.,"Califon, NJ 07830",541990,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,54,NJ
319923.11,432 125 9110,Tentative,Available,970,14195.37,4.155,44831,9,48502,120,112,45076,2.8,1651.489346,R&R Cleaning & Janitorial Services LLC,384 Goodman Rd East #189,"Southaven, MS 38671",561720,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,56,MS
319924.11,432 357 9105,Tentative,Available,970,12639.32,4.155,44831,9,48502,120,112,45078,2.8,1470.458489,Norman Iwunze Enterprises LLC dba Miss Bride to be Bridal,12145 McDonald Chapel Drive,"Gaithersburg, MD 20878",458110,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,45,MD
319925.11,432 566 9101,Tentative,Available,970,11008.42,4.155,44831,9,48502,120,112,45078,2.8,1280.719583,"Punaluu Data, LLC",503 Hillcrest Lane,"Krum, TX 76249",611710,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,61,TX
319926.11,433 093 9104,Tentative,Available,970,20386,4.155,44831,9,48502,120,112,45078,2.8,2371.70724,FixtureDepotUSA.com,24275 Larry Drive,"Denham Springs, LA 70726",455219,2.75,1.625,Q,M,,,365/365,Northeast Bank,0,45,LA
320629.11,426 852 9108,Tentative,Available,970,473948.92,3.665,44813,9,48502,120,112,45047,2.8,48636.63817,"Galjour Enterprises, LLC","187 Greenbriar Blvd, Ste B","Covington, LA 70433",621310,2.75,1.135,Q,M,,,365/365,United Midwest Savings Bank,0,62,LA
320647.11,433 284 9105,Tentative,Available,970,203950.46,3.655,44834,9,48502,120,112,45076,2.8,20872.29008,Taylor County Chiropractic and Rehabilitation LLC,100 Greenbriar Dr.,"Campbellsville, KY 42718",621310,2.25,1.125,Q,M,,,365/365,BankVista,0,62,KY
320651.11,429 095 9104,Tentative,Available,970,164794.62,3.405,44833,9,48502,120,112,45076,2.8,15711.51907,BC Beverage Inc,15190 Bluebird St 109,"Andover, MN 55304",445320,2,0.875,Q,M,,,365/365,BankVista,0,44,MN
320994.11,426 874 9104,Tentative,Available,970,409059.02,3.415,44818,9,48502,120,112,45056,2.8,39114.22349,TLC Medical Transport Inc,4312 Durbin Ave SE,"Salem, OR 97317",485991,2.5,0.885,Q,M,,,365/365,Customers Bank,0,48,OR
320996.11,428 249 9108,Tentative,Available,970,445779.64,3.415,44817,9,48502,120,112,45058,2.8,42625.44918,RussCo LLC,2011 Commerce Dr N,"Peachtree City, GA 30269",238990,2.5,0.885,Q,M,,,365/365,Customers Bank,0,23,GA
321182.11,428 563 9108,Tentative,Available,970,250505.16,3.905,44834,9,48502,120,112,45068,2.8,27390.23419,Tremedy LLC,3005 Peachtree Rd NE Apt 707,"Atlanta, GA 30305",621399,2.5,1.375,Q,M,,,365/365,United Community Bank,0,62,GA
321502.11,118 887 9104,Tentative,Available,970,321782.18,3.655,44818,9,48502,120,112,45078,2.8,32931.1883,Friends Trio LLC,6201 Mango Tree Rd,"Columbia, MD 21075",722515,2.25,1.125,Q,M,,,365/365,WSFS Bank,0,72,MD
321576.11,430 381 9108,Tentative,Available,970,824547.47,3.605,44826,9,48502,120,112,45078,2.8,83229.82162,Tradewinds Mechanical LLC,"6672 Boulder Highway, #1","Las Vegas, NV 89120",238220,2.75,1.075,Q,M,,,30/360,ByLine Bank,0,23,NV
321599.11,165 494 9110,Tentative,Available,970,517500,3.655,44811,9,48502,120,112,45078,2.8,52960.95,BDD Group LLC   ,5800 North Sheldon Road,"Canton, MI 48187",722513,2.25,1.125,Q,M,,,30/360,Meridian Bank,0,72,MI
320502.11,417 924 9105,Tentative,Available,970,168750,4.655,44848,8,48533,120,113,45047,2.8,21994.875,SLO Axe CO LLC,"950 Los Osos Valley Rd., Suite C","Los Osos, CA 93402",713990,3.25,2.125,Q,M,,,365/365,CDC Small Business Finance,0,71,CA
320649.11,441 983 9105,Tentative,Available,970,315240.02,3.405,44865,8,48533,120,113,45075,2.8,30054.98351,Valley Sweeping LLC,1615 G Street,"Lewiston, ID 83501",561790,2,0.875,Q,M,,,365/365,BankVista,0,56,ID
320993.11,438 620 9107,Tentative,Available,970,331953.51,3.405,44859,8,48533,120,113,45056,2.8,31648.44764,Wild Bunches LLC,18281 FM 150 W,"Driftwood, TX 78619",453110,2,0.875,Q,M,,,365/365,Customers Bank,0,45,TX
321085.11,430 384 9106,Tentative,Available,970,262500,4.155,44846,8,48533,120,113,45063,2.8,30539.25,RSKGP LLC Series 3,15511 FM 529,"Houston, TX 77095",811191,2.75,1.625,Q,M,,,365/365,Live Oak Banking Co.,0,81,TX
321188.11,437 571 9101,Tentative,Available,970,262500,3.655,44859,8,48533,120,113,45069,2.8,26864.25,Brannigan Investments LLC,17522 W Cottonwood Ln,"Goodyear, AZ 85338",811191,2.25,1.125,Q,M,,,365/365,Live Oak Banking Co.,0,81,AZ
321447.11,440 139 9106,Tentative,Available,970,76125,4.155,44859,8,48533,120,113,45078,2.8,8856.3825,Xyraelyn QSR Vero III LLC,5135 20th St. ,"Vero Beach, FL 32966",722513,2.75,1.625,Q,M,,,30/360,"Fund-Ex Solutions Group, LLC",0,72,FL
319980.11,440 471 9101,Tentative,Available,970,733026.56,3.855,44882,7,48563,120,114,45047,2.8,79122.88689,Porto Pavino LLC,235 N 3rd St,"Vineland, NJ 08360",424480,3,1.325,Q,M,,,30/360,"Newtek Small Business Finance, Inc.",0,42,NJ
320516.11,440 329 9104,Tentative,Available,970,482248.21,2.855,44875,7,48563,120,114,45099,2.8,38550.92191,Rosemary Capital LLC,4208 Pleasant Valley Rd,"Raleigh, NC 27612",722515,2,0.325,Q,M,,,30/360,Dogwood State Bank,0,72,NC
321058.11,442 589 9108,Tentative,Available,970,282216.5,3.655,44895,7,48563,120,114,45054,2.8,28882.03661,Skip Rock LLC,"2908 Gill St., Unit 1","Bloomington, IL 61704",339950,2.25,1.125,Q,M,,,365/365,Ameris Bank,0,33,IL
321084.11,440 654 9102,Tentative,Available,970,259856.85,4.155,44874,7,48563,120,114,45068,2.8,30231.74593,"Kaly Solutions, LLC dba Paul Davis Restoration of Central DFW",1205 W. Carrier Parkway Suite 205,"Grand Prairie, TX 75050",562910,2.75,1.625,Q,M,,,365/365,Live Oak Banking Co.,0,56,TX
321171.11,450 228 9107,Tentative,Available,970,229017.22,4.155,44879,7,48563,120,114,45070,2.8,26643.86337,TBR Ventures LLC,301 S Kyler St,"Monett, MO 65708",722511,2.75,1.625,Q,M,,,30/360,OakStar Bank,0,72,MO
321439.11,448 923 9108,Tentative,Available,970,745790.11,3.105,44875,7,48563,120,114,45078,2.8,64838.99216,BKLYN CLAY LLC,288 West Street,"New York, NY 10013",611610,2.25,0.575,Q,M,,,365/365,Peapack Gladstone Bank,0,61,NY
321431.11,463 732 9103,Tentative,Available,970,399825.17,3.855,44902,6,48594,120,115,45078,2.8,43157.12885,Peace Vans,2443 6th Ave S,"Seattle, WA 98134",811111,3,1.325,Q,M,,,30/360,HomeStreet Bank,0,81,WA
321490.11,627 908 8105,Tentative,Available,973,3651152.21,2.055,44164,31,53615,310,280,45078,2.8,210087.2982,"Five Rivers Aviation, LLC",700 Terminal Circle,"Livermore, CA 94551",488190,1.75,0.075,Q,M,,,365/365,Fremont Bank,0,48,CA
321485.11,476 152 8606,Tentative,Available,973,2522927.49,1.855,44277,27,53432,300,274,45078,2.8,131040.8538,PDP Consulting Group Inc. and Milano Group Inc.,1100 W. Peachtree St. NW,"Atlanta, GA 30309",722511,1,-0.125,Q,M,,,365/365,MetroCity Bank,0,72,GA
320390.11,854 268 8802,Tentative,Prepaying,973,4181026.56,2.855,44315,26,53462,300,275,45044,2.8,334231.2632,Miami Foods Distributors of USA Inc. dba El Exquisito Sabor,2761 W 77th Place,"Hialeah, FL 33016",311511,2,0.875,Q,M,,,30/360,Lake Michigan Credit Union,0,31,FL
315483.11,998 982 9009,Tentative,Available,973,3134042.59,3.105,44368,24,53523,300,277,45051,2.8,272473.6628,MediNatura Inc.,10421 Research Road SE,"Albuquerque, NM 87123",325411,2.25,1.125,Q,M,,,365/365,Meridian Bank,0,32,NM
319587.11,121 559 9110,Tentative,Available,973,3528825.84,2.355,44406,23,53919,312,290,45078,2.8,232690.7759,Rising Tide Car Wash Coral Springs LLC,10340 Royal Palm Blvd,"Coral Springs, FL 33065",811192,1.5,0.375,Q,M,,,365/365,Paradise Bank,0,81,FL
321443.11,105 688 9105,Tentative,Available,973,1989692.99,1.855,44389,23,53554,300,278,45078,2.8,103344.6539,McCarthy & Company PC,"492 Norristown Rd Assoc LLC, Ste 160","Blue Bell, PA 19422",541211,1,-0.125,Q,M,,,365/365,Meridian Bank,0,54,PA
321444.11,117 072 9107,Tentative,Available,973,1947277.87,2.355,44392,23,53554,300,278,45078,2.8,128403.5027,Boas Vision Associates LLC,577 W Uwchlan Ave,"Exton, PA 19341",621320,1.5,0.375,Q,M,,,365/365,Meridian Bank,0,62,PA
320375.11,136 808 9100,Tentative,Available,973,3733925.56,2.855,44448,21,54072,315,295,45053,2.8,298490.0093,"Holmer Bend Commercial LLC & Race Place, Inc. ",809 SW Columbia St,"Bend, OR 97702",454110,2,0.875,Q,M,,,365/365,First Savings Bank,0,45,OR
320644.11,128 557 9110,Tentative,Available,973,3744697.08,2.605,44441,21,53980,312,292,45071,2.8,273138.205,55 Parkway Lane LLC dba Asheville River Cabins,55 Parkway Lane,"Arden, NC 28704",721211,1.75,0.625,Q,M,,,30/360,First Port City Bank,0,72,NC
321476.11,138 254 9103,Tentative,Available,973,2335526.09,2.105,44447,21,53615,300,280,45078,2.8,137655.9077,"JK Prime Station LLC 
dba Spirit Car Wash & Lube  ",3479 Jimmy Lee Smith Parkway,"Hiram, GA 30141",811192,1.25,0.125,Q,M,,,365/365,Open Bank,0,81,GA
320580.11,144 375 9101,Tentative,Available,973,3746946.65,3.605,44481,20,54011,312,293,45051,2.8,378216.7949,"630 US One LLC; BioReset South Florida, Professional Association",630 US Highway 1,"North Palm Beach, FL 33408",621111,2.75,1.625,Q,M,,,365/365,Fountainhead SBF LLC,0,62,FL
316408.11,139 336 9103,Tentative,Available,973,4397143.61,3.355,44498,20,53646,300,281,45047,2.8,413067.6707,Revive Milling LLC,3580 Holmes Cannery Rd.,"Sandersville, GA 31082",311211,2.5,1.375,Q,M,,,365/365,Colony Bank,0,31,GA
321577.11,170 585 9108,Tentative,Available,973,3750000,2.855,44522,19,53858,306,288,45078,2.8,299775,"Dr. B's Holistic Pet Products, LLC",265 Route 10 E,"Whippany, NJ 07981",541940,2,0.875,Q,M,,,30/360,Berkshire Bank,0,54,NJ
321445.11,164 047 9110,Tentative,Available,973,946744.07,2.855,44547,18,53707,300,283,45078,2.8,75682.72096,"ProRx, LLC",240 Oxford Rd,"West Chester, PA 19380",325411,2,0.875,Q,M,,,365/365,Meridian Bank,0,32,PA
